name,zip
Woodside Ave & 69 St,11377
Cambridge Pl & Gates Ave,11238
5 Corners Library,7306
Macombs Rd & W 175 St,10453
Broadway & Ellwood St,10034
Shakespeare Ave & W 169 St,10452
Franklin Ave & E 169 St,10456
Halsey St & Broadway,11233
24 Ave & 26 St,11102
Madison St & Woodward Ave,11385
Pacific St & Utica Ave,11213
Pleasant Ave & E 120 St,10035
Bedford Ave & Fenimore St,11225
Halsey St & Tompkins Ave,11216
Old Broadway & W 133 St,10027
Carroll St & Rochester Ave,11213
Bergen St & Buffalo Ave,11213
Eastern Pkwy & Ralph Ave,11233
Pacific St & Thomas S. Boyland St,11233
E 135 St & St Ann's Ave,10454
9 Ave & W 45 St,10036
Soissons Landing,10004
Hamilton Park,7302
5 Ave & 41 St,11232
E 150 St & Gerard Ave,10451
Macombs Pl & W 152 St,10039
Maiden Ln & Pearl St,10038
Congress St & Hicks St,11201
Division Ave & Marcy Ave,11211
5 Ave & E 87 St,10028
1 Ave & E 94 St,10128
Albany St & Greenwich St,10006
Nassau St & Duffield St,11201
1 Ave & E 6 St,10009
Crotona Park East & E 173 St,10460
Goulden Ave & W 205 St,10468
Stephen St & Seneca Ave,11385
Sherman Ave & E 166 St,10456
Southern Blvd & E 175 St,10460
DeKalb Ave & Franklin Ave,11205
30 Ave & 21 St,11102
Willoughby Ave & Tompkins Ave,11206
Gerard Ave & E 165 St,10452
Madison St & Cypress Ave,11385
Gerard Ave & E 146 St,10451
Amsterdam Ave & W 131 St,10027
46 St & 25 Ave,11103
5 Ave & W 131 St,10037
37 St & 24 Ave,11103
Grand Concourse & East Mount Eden Ave,10452
St Ann's Ave & Westchester Ave,10455
Hancock St & Stuyvesant Ave,11233
Onderdonk Ave & Dekalb Ave,11385
Sumpter St & Fulton St,11233
Central Ave & Woodbine St,11221
Rogers Ave & Sterling St,11225
Lewis Ave & Decatur St,11233
60 Ave & Fresh Pond Rd,11378
Hicks St & Montague St,11201
Albany Ave & Carroll St,11213
Putnam Ave & Ralph Ave,11221
Louis Nine Blvd & Intervale Ave,10459
36 St & 47 Ave,11101
Marcus Garvey Blvd & Macon St,11216
69 St & 43 Ave,11377
Brook Ave & E 148 St,10455
Monroe St & Tompkins Ave,11216
61 St & Woodside Ave,11377
Fairmount Ave,7306
Montgomery St & Franklin Ave,11225
Pacific St & Rochester Ave,11233
Cypress Ave & George St,11385
Woodside Ave & 60 St,11377
Ditmars Blvd & 48 St,11105
51 St & Queens Blvd,11377
E 158 St & Melrose Ave,10451
62 St & 4 Ave,11220
Freeman St & Reverend James A Polite Ave,10459
E 138 St & 5 Av,10037
W 204 St & Nagle Ave,10034
23 Ave & 27 St,11105
Nagle Ave & Ellwood St,10040
31 Ave & 57 St,11377
Park Ave & E 162 St,10451
Jerome Ave & Ogden Ave,10452
Henry St & Remsen St,11201
Nelson Ave & 167 St,10452
6 Ave & 21 St,11215
40 Ave & Crescent St,11101
30 Ave & 41 St,11103
5 St & 6 Ave,11215
Empire Blvd & New York Ave,11225
Essex Light Rail,7302
E 106 St & Madison Ave,10029
54 St & 37 Ave,11377
Riverside Dr & Broadway,10040
Sterling St & Nostrand Ave,11225
West St & Liberty St,10006
St Nicholas Ave & W 134 St,10030
E 82 St & East End Ave,10028
E 95 St & 3 Ave,10128
9 Ave & W 39 St,10018
Bergen Ave & Sip Ave,7306
Lenox Ave & W 126 St,10027
E 81 St & 3 Ave,10028
Cauldwell Ave & E 158 St,10456
Anthony Ave & E Tremont Ave,10457
Grand Concourse & E 205 St,10468
Featherbed Ln & Nelson Ave,10452
E 142 St & 3 Ave,10454
Stanhope St & Fairview Ave,11385
Morris Ave & E 171 St,10457
Gerard Ave & E 164 St,10452
Willis Ave & E 137 St,10454
Grand Concourse & E 156 St,10451
Carroll St & Franklin Ave,11225
Washington Ave & E 174 St,10457
Brook Ave & E 141 St,10454
Ogden Ave & W 165 St,10452
Bleecker St & Forest Ave,11385
Seaman Ave & Beak St,10034
St Marks Ave & Ralph Ave,11233
Intervale Ave & Kelly St,10459
24 St & 41 Ave,11101
48 St & Skillman Ave,11104
Pulaski St & Marcus Garvey Blvd,11206
Fairview Ave & Linden St,11385
Powers St & Olive St,11211
Tiebout Ave & E 184 St,10458
9 St HBLR - Jackson St & 8 St,7030
39 St & 50 Ave,11104
Jerome Ave & Anderson Ave,10452
E Tremont Ave & Jerome Ave,10453
Cathedral Pkwy & Broadway,10025
39 Ave & 45 St,11104
Monroe St & Patchen Ave,11221
Macon St & Howard Ave,11233
58 St & 32 Ave,11377
Newton Rd & 44 St,11103
Greene Ave & Throop Ave,11221
Malcolm X Blvd & DeKalb Ave,11221
Ditmars Blvd & 76 St,11370
E 132 St & Madison Ave,10037
5 Ave & E 135 St,10037
MacDougal St & Rockaway Ave,11233
23 St & 31 Ave,11106
Lewis Ave & Fulton St,11213
Steinway St & Ditmars Blvd,11105
Dean St & Rockaway Ave,11233
62 St & 43 Ave,11377
23 Rd & 31 St,11105
Queens Blvd & 56 St,11377
10 Ave & W 215 St,10034
Prospect Ave & Jennings St,10459
21 St & 31 Dr,11106
DeKalb Ave & Vanderbilt Ave,11205
56 St & Arnold Ave,11378
Morris Ave & E 163 St,10451
Adam Clayton Powell Blvd & W 132 St,10027
31 Ave & 34 St,11103
E 138 St & Cypress Ave,10454
7 Ave & 17 St,11215
Edgecombe Ave & W 167 St,10032
Lexington Ave & E 36 St,10016
Hoboken Terminal - Hudson St & Hudson Pl,7030
Grand Concourse & E 161 St,10451
Eldert St & Bushwick Ave,11207
57 St & 37 Ave,11377
7 St & Monroe St,7030
37 Ave & 63 St,11377
50 St & Northern Blvd,11101
University Ave & W Burnside Ave,10453
67 St & Erik Pl,11220
48 St & 37 Ave,11104
Jerome Ave & W 177 St,10453
61 St & 39 Ave,11377
Hoboken Ave at Monmouth St,7310
E 91 St & Park Ave,10128
12 Ave & W 125 St,10027
Cadman Plaza E & Red Cross Pl,11201
McGuinness Blvd & Eagle St,11222
E 81 St & Park Ave,10028
5 Ave & E 78 St,10021
W 25 St & 9 Ave,10001
W 15 St & 6 Ave,10011
46 St & 28 Ave,11103
Walton Ave & E 168 St,10452
Popham Ave & W 174 St,10453
Fulton Ave & E 168 St,10456
38 Ave & 29 St,11377
61 St & 60 Ln,11385
Amsterdam Ave & W 66 St,10023
Charlotte St & Boston Rd,10460
Washington Ave & E 167 St,10456
W 163 St & Edgecombe Ave,10032
E 182 St & Morris Ave,10453
Woodward Ave & Harman St,11385
6 St & 7 Ave,11215
Schenectady Ave & Prospect Pl,11213
Tompkins Ave & Hopkins St,11206
39 Dr & 52 St,11377
Broadway & W 185 St,10033
E 169 St & Fox St,10459
Woodside Ave & 55 St,11377
Ogden Ave & W 164 St,10452
Putnam Ave & Nostrand Ave,11216
Anderson Ave & W 164 St,10452
7 Ave & 20 St,11215
Lincoln Pl & Nostrand Ave,11216
Park Pl & Franklin Ave,11238
65 Pl & Woodside Ave,11377
Buchanan Pl & Grand Ave,10453
Cypress Hills St & Otto Rd,11385
Nostrand Ave & Rutland Rd,11225
Anthony Ave & E 175 St,10457
W 163 St & Riverside Dr,10032
Morris Ave & E 142 St,10451
34 Ave & 31 St,11106
53 St & Flushing Ave,11378
20 Ave & 21 St,11105
Verona Pl & Fulton St,11216
Clay Ave & E 173 St,10457
Halsey St & Ralph Ave,11233
Fulton Ave & E 172 St,10457
Melrose St & Broadway,11206
Hancock St & Wyckoff Ave,11385
Boone Ave & E 172 St,10460
Bedford Ave & Clarkson Ave,11226
43 St & 50 Ave,11377
St. Nicholas Ave & W 157 St,10032
Bradhurst Ave & W 148 St,10039
3 Ave & E 170 St,10456
Jerome Ave & E 198 St,10468
Sterling St & Bedford Ave,11225
E 165 St & Jerome Ave,10452
Park Pl & Buffalo Ave,11213
W 190 St & Broadway,10040
E Tremont Ave & E 176 St,10457
University Ave & Brandt Pl,10453
St Johns Pl & Utica Ave,11213
Broadway & W 133 St,10027
Macon St & Lewis Ave,11233
5 Av & W 139 St,10037
6 Ave & 60 St,11220
Cypress Ave & St Felix Ave,11385
Audobon Ave & W 179 St,10033
W 218 St & Indian Rd,10034
Chauncey St & Howard Ave,11233
Riverside Dr & W 153 St,10031
Amsterdam Ave & W 180 St,10033
Lenox Ave & W 130 St,10037
Bergen St & Vanderbilt Ave,11238
Broadway & W 165 St,10032
Underhill Ave & Pacific St,11238
Bergen St & Mother Gaston Blvd,11233
Lewis Ave & Greene Ave,11221
Courtlandt Ave & E 149 St,10455
42 Pl & Northern Blvd,11101
Lincoln Ave & E 138 St,10451
Flatbush Ave & Fenimore St,11225
Carlton Ave & Dean St,11238
Parkside Ave & Flatbush Ave,11225
28 St & 36 Ave,11106
36 St & Ditmars Blvd,11105
E 118 St & Madison Ave,10035
East End Ave & E 86 St,10028
Marin Light Rail,7302
Adelphi St & Myrtle Ave,11205
Broadway & 51 St,11377
W 50 St & 9 Ave,10019
Broadway & 12 St,11106
Union Ave & Wallabout St,11206
Schermerhorn St & Hoyt St,11201
Cauldwell Ave & E 161 St,10456
E 201 St & Briggs Ave,10458
Seneca Ave & Irvine St,10474
Mount Eden Pkwy & Eastburn Ave,10457
60 St & 60 Rd,11378
E 170 St & Clay Ave,10456
Southern Blvd & E 172 St,10460
Morris Ave & E Burnside Ave,10453
47 Ave & 48 St,11377
Summerfield St & Cypress Ave,11385
Grand Ave & W 181 St,10453
Moffat St & Bushwick,11207
3 Ave & E 172 St,10457
Knickerbocker Ave & Halsey St,11207
Fulton St & Utica Ave,11233
Boston Rd & Prospect Ave,10456
Wilkins Ave & Crotona Park E,10460
Barry St & Tiffany St,10474
Loring Pl North & W 183 St,10453
Herkimer St & Eastern Pkwy,11233
Paul Ave & W 205 St,10468
33 St & 47 Ave,11101
Goulden Ave & W 197 St,10468
Amsterdam Ave & W 152 St,10031
Harman St & Seneca Ave,11385
36 St & Hunters Point Ave,11101
Edgecombe Ave & W 150 St,10031
57 St & 43 Ave,11377
Paul Ave & Mosholu Pkwy,10468
Tinton Ave & E 165 St,10459
Broadway & W 153 St,10031
E 128 St & 3 Ave,10035
Thomas S. Boyland St & Marion St,11233
Sullivan Pl & Bedford Ave,11225
Morris Ave & E 184 St,10468
Sterling Pl & Ralph Ave,11233
Patchen Ave & Bainbridge St,11233
Lafayette Ave & Hunts Point Ave,10474
Hamilton Pl & W 140 St,10031
Windsor Pl & 8 Ave,11215
48 St & 50 Ave,11377
Seneca Ave & Decatur St,11385
65 St & Otto Rd,11385
Monroe St & Marcus Garvey Blvd,11221
Adam Clayton Powell Blvd & W 130 St,10027
Grand Concourse & E 166 St,10456
Grand Ave & W Fordham Rd,10468
Hunts Point Ave & Bryant Ave,10474
Wadsworth Ave & W 175 St,10033
Amsterdam Ave & W 167 St,10032
Amory Ct & Metropolitan Ave,11385
Crown St & Rogers Ave,11225
Webb Ave & W 190 St,10468
14 St & 7 Ave,11215
Grand Concourse & E 164 St,10451
55 St & Northern Blvd,11377
19 St & 24 Ave,11102
W 46 St & 11 Ave,10036
Bainbridge Ave & E 198 St,10458
Pierrepont St & Monroe Pl,11201
Winthrop St & Nostrand Ave,11225
Christ Hospital,7306
E 55 St & 2 Ave,10022
Grand Concourse & E 144 St,10451
50 St & Barnett Ave,11104
63 St & 5 Ave,10019
Broadway & Madison St,11221
Ditmars Blvd & 79 St,11370
Lexington Ave & E 128 St,10035
E 39 St & 2 Ave,10016
Adam Clayton Powell Blvd & W 118 St,10026
Intervale Ave & Westchester Ave,10459
Concourse Village East & E 158 St,10451
Shore Blvd & Astoria Park,11105
64 St & 3 Ave,11220
Amsterdam Ave & W 125 St,10035
Central Park West & W 72 St,10023
W 27 St & 7 Ave,10001
Sedgwick Ave & Hall of Fame Tce,10453
Irving Ave & Palmetto St,11237
Sheridan Ave & E 168 St,10456
Ft. Washington Ave & W 190 St,10040
Eastern Pkwy & Brooklyn Ave,11213
Skillman Ave & 54 St,11377
Park Pl & Utica Ave,11213
Andrew Ave N & Hall of Fame Tce,10453
57 St & Grand Ave,11378
W Tremont Ave & Grand Ave,10453
Waterloo Pl & Crotona Park East,10460
Myrtle Ave & Lewis Ave,11206
Monroe St & Classon Ave,11238
E 149 St & Eagle Ave,10455
48 Ave & 37 St,11101
Menahan St & Onderdonk Ave,11385
Hoe Ave & Jennings St,10460
W Burnside Ave & University Ave,10453
48 Ave & 41 St,11104
Grand Concourse & E 197 St,10458
Grand Concourse & E 175 St,10453
Kingston Ave & Carroll St,11213
Van Sinderen Ave & Atlantic Ave,11207
Menahan St & Wyckoff Ave,11237
Lexington Ave & Stuyvesant Ave,11221
Stuyvesant Ave & Gates Ave,11221
Willis Ave & E 143 St,10454
Harlem River Dr & W 155 St,10039
Pacific St & Classon Ave,11238
Broadway & W 138 St,10031
20 Ave & 31 St,11105
Myrtle Ave & Marcy Ave,11206
Steinway St & 23 Ave,11105
59 St & 59 Rd,11378
53 St & Roosevelt Ave,11377
Madison St & 1 St,7030
Walton Ave & E 176 St,10453
W 148 St & Amsterdam Ave,10031
E 106 St & 2 Ave,10029
Halsey St & Evergreen Ave,11207
Madison St & Seneca Ave,11385
50 St & 7 Ave,11220
51 St & 43 Ave,11377
43 Ave & 42 St,11104
Rogers Ave & Lincoln Rd,11225
W 140 St & Riverside Dr,10031
Maple St & Flatbush Ave,11225
E 171 St & 3 Ave,10456
Forest Ave & Summerfield St,11385
Ditmars Blvd & 43 St,11105
Lenox Ave & W 133 St,10037
Lincoln Rd & Ocean Ave,11225
W 144 St & Adam Clayton Powell Blvd,10030
Myrtle Ave & Grove St,11237
Amsterdam Ave & W 172 St,10032
West End Ave & W 94 St,10025
W 180 St & Ft Washington Ave,10033
Lefferts Pl & Franklin Ave,11238
E 23 St & 1 Ave,10010
Steinway St & 28 Ave,11103
Jerome Ave & Bedford Park Blvd E,10468
36 Ave & 31 St,11106
Cumberland St & Lafayette Ave,11205
Southern Blvd & E 149 St,10455
3 Ave & E 100 St,10029
48 St & 5 Ave,11220
S Portland Ave & Hanson Pl,11217
W 155 St & Frederick Douglass Blvd,10039
Walton Ave & E 183 St,10468
Court St & State St,11201
E 89 St & York Ave,10128
20 Ave & Shore Blvd,11105
31 St & Hoyt Ave N,11102
Picnic Point,11231
Pearl St & York St,11201
W 20 St & 5 Ave,10011
W Tremont Ave & Montgomery Ave,10453
W 170 St & University Ave,10452
49 St & 25 Ave,11103
21 Ave & Shore Blvd,11105
Nelson Ave & W 172 St,10452
Grand Concourse & E Mosholu Pkwy S,10458
Windsor Pl & Howard Pl,11215
Albany Ave & Park Pl,11213
E 167 St & Franklin Ave,10456
St Marks Ave & Rochester Ave,11213
MacDonough St & Malcolm X Blvd,11233
Amsterdam Ave & W 186 St,10033
Marcy Ave & Lafayette Ave,11216
Prospect Pl & Nostrand Ave,11216
Grand Concourse & E 199 St,10458
46 St & 30 Rd,11103
Amsterdam Ave & W 136 St,10031
St Nicholas Ave & W 150 St,10031
Palmetto St & Traffic Ave,11385
E 156 St & Courtlandt Ave,10451
Decatur St & Saratoga Ave,11233
Pacific St & Nostrand Ave,11216
Columbus Pl & Atlantic Ave,11233
Amsterdam Ave & W 189 St,10040
Buffalo Ave & St Johns Pl,11213
E 160 St & Tinton Ave,10456
W 159 St & Edgecombe Ave,10032
Troy Ave & Park Pl,11213
Madison St & Forest Ave,11385
Fulton St & Williams Ave,11207
Macon St & Nostrand Ave,11216
Central Ave & Starr Street,11221
Chauncey St & Malcolm X Blvd,11233
Adam Clayton Powell Blvd & W 138 St,10030
Bedford Ave & Maple St,11225
Cabrini Blvd & W 177 St,10033
5 Ave & W 126 St,10035
Broadway & W 142 St,10031
Westchester Ave & Jackson Ave,10455
Broadway & W 160 St,10032
Brevoort Pl & Bedford Ave,11216
Centre St & Seneca Ave,11385
Bergen St & Troy Ave,11213
Kosciuszko St & Nostrand Ave,11216
Washington Park,11205
E 98 St & Park Ave,10029
St. Nicholas Terrace & Convent Ave,10031
Greenpoint Ave & 47 St,11377
50 St & 30 Ave,11377
Monroe St & Bedford Ave,11216
43 St & 23 Ave,11105
Eastern Pkwy & Rochester Ave,11213
38 St & Northern Blvd,11101
35 St & 23 Ave,11105
Union St & Bedford Ave,11225
Cedar St & Evergreen Ave,11221
E 147 St & Bergen Ave,10455
Sullivan Pl & Franklin Ave,11225
Hancock St & Bedford Ave,11216
Garfield Pl & 8 Ave,11215
3 St & Prospect Park West,11215
Classon Ave & St Marks Ave,11238
E 149 St & Park Ave,10451
47 Ave & 31 St,11101
Harborside,7302
2 Ave & E 104 St,10029
W 37 St & Broadway,10018
Myrtle Ave & Fleet Pl,11201
Clinton St & Joralemon St,11201
W 41 St & 8 Ave,10018
E 2 St & Avenue A,10009
10 St & 7 Ave,11215
Thomas S. Boyland St & Macon St,11207
E New York Ave & Troy Ave,11203
Prospect Pl & Underhill Ave,11238
Amsterdam Ave & W 175 St,10033
Bedford Park Blvd & Paul Ave,10468
34 St & 48 Ave,11101
Putnam Ave & Throop Ave,11221
Concourse Village West & E 156 St,10451
30 Ave & 47 St,11103
Valentine Ave & E 181 St,10457
46 St & 7 Ave,11220
Audubon Ave & W 192 St,10040
Kingston Ave & Park Pl,11213
Frederick Douglass Blvd & W 139 St,10030
MacDonough St & Marcy Ave,11216
25 Ave & 41 St,11103
St. Johns Pl & Kingston Ave,11213
Sheridan Ave & E 172 St,10457
46 St & 6 Ave,11220
Bergen St & Kingston Ave,11213
Sterling Pl & Schenectady Ave,11213
E Mosholu Pkwy & Van Cortlandt Ave E,10458
57 St & 4 Ave,11220
Schenectady Ave & President St,11213
18 St & 27 Ave,11102
E 149 St & Jackson Ave,10455
Audubon Ave & Fort George Ave,10040
Prospect Park West & 8 St,11215
Sterling Pl & Rochester Ave,11213
Westchester Ave & Longwood Ave,10459
Grand Ave & Bergen St,11238
Crescent St & 35 Ave,11106
Putnam Ave & Wyckoff Ave,11385
Eastern Pkwy & Schenectady Ave,11213
New York Ave & St Marks Ave,11213
Prospect Park W & 20 St,11215
33 St & Queens Blvd,11101
Sterling Pl & Bedford Ave,11216
Central Ave & Decatur St,11207
E 58 St & 1 Ave (NE Corner),10022
Melrose Ave & E 150 St,10455
E 115 St & Lexington Ave,10029
Herkimer St & New York Ave,11216
35 St & 34 Ave,11106
6 Ave & 9 St,11215
37 Ave & 35 St,11101
W 218 St & Broadway,10034
W 53 St & 10 Ave,10019
Isham St & Broadway,10034
Lexington Ave & E 120 St,10035
Adam Clayton Powell Blvd & W 123 St,10027
Exchange Pl,7302
Bergen St & 4 Ave,11217
E 188 St & Creston Ave,10468
Southpoint Park,10044
E 149 St & Morris Ave,10451
Henry St & Middagh St,11201
5 St & Market St,11205
Bridge St & Water St,11201
Rivington St & Ridge St,10002
W 34 St & Hudson Blvd E,10001
21 St & 23 Ave,11105
Riverside Dr & W 148 St,10031
Convent Ave & W 151 St,10031
Valentine Ave & E 183 St,10458
Weeks Ave & E 175 St,10457
19 St & 8 Ave,11215
Creston Ave & E 181 St,10453
Jerome Ave & E Mosholu Parkway S,10467
University Ave & Macombs Rd,10452
36 St & Queens Blvd,11101
7 Ave & 41 St,11232
35 St & 21 Ave,11105
34 St & 38 Ave,11101
Lafayette Ave & Stuyvesant Ave,11221
College Ave & E 170 St,10456
3 St & 7 Ave,11215
Thomas S. Boyland St & Fulton St,11233
Rockaway Ave & Bainbridge St,11207
Bedford Ave & Bergen St,11216
7 Ave & Park Pl,11217
Carroll St & Washington Ave,11225
Knickerbocker Ave & Moffat St,11237
Van Buren St & Broadway,11221
31 St & 21 Ave,11105
3 Ave & E 163 St,10451
55 St & 7 Ave,11220
West Drive & Prospect Park West,11215
W Fordham Rd & Loring Pl N,10468
E 97 St & 3 Ave,10029
W 160 St & St. Nicholas Ave,10032
W 67 St & Broadway,10023
Frederick Douglass Blvd & W 145 St,10039
W 165 St & Fort Washington Ave,10032
Amsterdam Ave & W 162 St,10032
Stuyvesant Ave & Hart St,11206
Crescent St & 34 Ave,11106
Riverside Dr & W 138 St,10027
Bushwick Ave & Dekalb Ave,11221
Garrison Ave & Manida St,10474
Steinway St & Broadway,11103
E 116 St & 2 Ave,10029
31 St & Astoria Blvd,11102
W 100 St & Manhattan Ave,10025
W 106 St & Amsterdam Ave,10025
W 25 St & 6 Ave,10010
W 100 St & Broadway,10025
E 88 St & 1 Ave,10128
31 St & Newtown Ave,11102
Frederick Douglass Blvd & W 112 St,10026
John St & William St,10038
11 Ave & W 27 St,10001
Yankee Ferry Terminal,10004
Broadway & E 21 St,10010
Greene Ave & Nostrand Ave,11216
Van Sinderen Ave & Truxton St,11207
31 St & Ditmars Blvd,11105
Lincoln Pl & Classon Ave,11238
Park Ave & Marcus Garvey Blvd,11206
44 St & 48 Ave,11377
Brooklyn Ave & Prospect Pl,11213
21 Ave & Crescent St,11105
Fort Washington Ave & W 173 St,10032
Eastern Pkwy & Troy Ave,11213
44 St & 6 Ave,11220
Grand Concourse & E 171 St,10456
Jerome Ave & W 195 St,10468
Lewis Ave & Kosciuszko St,11221
Myrtle Ave & Linden St,11237
W 147 St & Adam Clayton Powell Blvd,10039
Chauncey St & Stuyvesant Ave,11233
Menahan St & Central Ave,11221
Bedford Ave & Montgomery St,11225
Bushwick Ave & Harman St,11221
Central Park West & W 85 St,10024
71 Ave & Myrtle Ave,11385
Broadway & Whipple St,11206
31 St & 23 Ave,11105
31 Ave & Steinway St,11103
12 St & Sinatra Dr N,7030
2 Ave & E 125 St,10035
E 118 St & 3 Ave,10035
Central Ave & Covert St,11207
E 6 St & Avenue D,10009
Beaver St & Fayette St,11206
E 19 St & 3 Ave,10011
E 14 St & 1 Ave,10003
W 113 St & Broadway,10025
Adam Clayton Powell Blvd & W 126 St,10027
Clinton Ave & Myrtle Ave,11205
Central Park West & W 76 St,10024
5 Ave & E 103 St,10029
India St Pier,11222
W 52 St & 6 Ave,10019
St Marks Pl & 1 Ave,10003
Sterling Pl & New York Ave,11216
7 Ave & 22 St,11215
7 Ave & 40 St,11232
E 66 St & Madison Ave,10065
Grand Concourse & E 196 St,10458
Madison St & Malcolm X Blvd,11221
Prospect Ave & Longwood Ave,10455
Margaret Corbin Plz & Ft Washington Ave,10040
Carlton Ave & St Marks Ave,11217
E 174 St & Walton Ave,10452
44 St & Greenpoint Ave,11104
Southern Blvd & E 174 St,10460
35 St & 30 Ave,11103
E 118 St & Park Ave,10035
E 9 St & Avenue C,10009
38 St & 30 Ave,11103
E 123 St & Lexington Ave,10035
Avenue D & E 10 St,10009
Broadway & Kosciuszko St,11221
28 Ave & 35 St,11103
West End Ave & W 107 St,10025
34th Ave & Vernon Blvd,11106
Madison Ave & E 120 St,10035
W 171 St & St. Nicholas Ave,10032
E 68 St & 3 Ave,10065
W 84 St & Columbus Ave,10024
34 Ave & 38 St,11101
1 Pl & Clinton St,11231
E 102 St & Park Ave,10029
Columbia Heights & Cranberry St,11201
E 4 St & Ave B,10009
E 72 St & York Ave,10021
Clinton St & Union St,11231
W 42 St & 8 Ave,10036
E 75 St & 3 Ave,10021
E 7 St & Ave B,10009
W 74 St & Columbus Ave,10023
Cypress Ave & Palmetto St,11385
Grand Concourse & E 203 St,10458
Amsterdam Ave & W 156 St,10032
Newtown Ave & 23 St,11102
Cedar St & Myrtle Ave,11221
W 186 St & St. Nicholas Ave,10033
43 Ave & 47 St,11104
28 St & 41 Ave,11101
Creston Ave & E 178 St,10453
6 Ave & 12 St,11215
W 116 St & Amsterdam Ave,10027
Putnam Ave & Knickerbocker Ave,11221
55 St & 5 Ave,10022
W 95 St & Broadway,10025
W 63 St & Broadway,10023
W 35 St & 9 Ave,10018
48 St & Broadway,10019
Broadway & W 122 St,10027
Bialystoker Pl & Delancey St,10002
Suydam St & Broadway,11221
E 67 St & Park Ave,10065
E 85 St & 3 Ave,10028
Lawrence St & Willoughby St,11201
Broadway & Moylan Pl,10027
Vesey St & Church St,10006
E 84 St & Park Ave,10028
1 Ave & E 78 St,10075
21 St & Hoyt Ave S,11102
E 6 St & Avenue B,10009
Underhill Ave & Lincoln Pl,11238
Albany Ave & Fulton St,11216
E 170 St & Sheridan Ave,10456
E 65 St & 2 Ave,10065
8 Ave & W 52 St,10019
Ditmars Blvd & 19 St,11105
Flatbush Ave & Eastern Pkwy,11238
Frederick Douglass Blvd & W 129 St,10027
Bushwick Ave & Linden St,11221
Fresh Pond Rd & 69 Ave,11385
Lenox Ave & W 117 St,10026
Wilson Ave & Moffat St,11207
W 42 St & Dyer Ave,10036
Fulton St & Irving Pl,11238
Plaza Dr & W 170 St,10452
Eastern Pkwy & Washington Ave,11238
2 Ave & E 99 St,10029
E 60 St & York Ave,10022
8 Ave & W 27 St,10001
3 Ave & E 174 St,10457
Frederick Douglass Blvd & W 115 St,10026
E 26 St & 3 Ave,10010
31 St & Broadway,11106
W 36 St & 7 Ave,10018
Reade St & Broadway,10007
Grove St PATH,7302
31 St & Thomson Ave,11101
E 2 St & Avenue B,10009
Lafayette Ave & Classon Ave,11238
Franklin Ave & St Marks Ave,11238
Eastern Pkwy & Nostrand Ave,11225
Broadway & Furman Ave,11207
W 146 St & Broadway,10031
Convent Ave & W 135 St,10027
Ave D & E 8 St,10009
53 St & 5 Ave,10019
Lenox Ave & W 115 St,10026
Somers St & Broadway,11207
St Johns Pl & Washington Ave,11238
59 St & 5 Ave,11220
Ave A & E 14 St,10009
W 129 St & Convent Ave,10027
Broadway & W 155 St,10032
E 51 St & 1 Ave,10022
Clinton St & Tillary St,11201
Davidson Ave & W Burnside Ave,10453
W 120 St & Claremont Ave,10027
Morningside Dr & Amsterdam Ave,10027
E 89 St & 3 Ave,10128
21 St & Queens Plaza North,11101
E 33 St & 5 Ave,10016
Murray St & Greenwich St,10007
1 Ave & E 16 St,10009
W 42 St & 6 Ave,10017
University Pl & E 14 St,10003
Forsyth St & Grand St,10002
W 30 St & 8 Ave,10001
67 Ave & Fresh Pond Rd,11385
W 190 St & St. Nicholas Ave,10040
St Nicholas Ave & Manhattan Ave,10027
Gerard Ave & McClellan St,10452
W 135 St & Lenox Terrace Pl,10037
Prospect Park SW & 10 Ave,11215
Fulton St & Waverly Ave,11238
Berkeley Pl & 7 Ave,11217
Bushwick Ave & Furman Ave,11207
Riverside Dr & W 72 St,10023
Lafayette Ave & St James Pl,11238
W 47 St & 10 Ave,10036
Morningside Ave & W 123 St,10027
Broadway & W 29 St,10001
Columbia St & Rivington St,10002
Carlton Ave & Flushing Ave,11205
Driggs Ave & N Henry St,11222
Park Pl & Church St,10007
Grand Concourse & E 167 St,10456
E 56 St & Madison Ave,10022
Grove St & Broadway,11221
Ave C & E 16 St,10009
30 Ave & 12 St,11102
31 St & Northern Blvd,11101
Park Ave & E 124 St,10035
Broad St & Bridge St,10004
W 18 St & 6 Ave,10011
Emerson Pl & Myrtle Ave,11205
E 15 St & 3 Ave,10003
Eastern Pkwy & Kingston Ave,11213
Broadway & W 168 St,10032
E 45 St & 3 Ave,10017
St. Nicholas Ave & W 126 St,10027
Spruce St & Nassau St,10038
Prospect Park SW & 16 St,11218
14 St Ferry - 14 St & Shipyard Ln,7030
West End Ave & W 78 St,10024
W 56 St & 6 Ave,10019
Plaza St West & Flatbush Ave,11238
Riverside Dr & W 145 St,10031
E 44 St & 2 Ave,10017
1 Ave & E 30 St,10016
Amsterdam Ave & W 79 St,10024
Flatbush Ave & Ocean Ave,11238
W 48 St & Rockefeller Plaza,10036
W 110 St & Amsterdam Ave,10025
Ave A & E 11 St,10009
E 77 St & 3 Ave,10075
5 Ave & E 63 St,10065
Cadman Plaza E & Tillary St,11201
Pearl St & Hanover Square,10005
Lafayette St & E 8 St,10003
W 90 St & Amsterdam Ave,10024
46 St & Queens Blvd,11104
E 43 St & Madison Ave,10017
Central Park W & W 103 St,10025
1 Ave & E 62 St,10065
